"X","id","task","beta_contrast","a_MAP","a_se","v_MAP","v_se"
39,102,"flanker","prev_rt",NA,NA,-6.82376106959636,0.0370500645665722
40,102,"flanker","trial",NA,NA,0.627354903241593,0.00249167901807134
41,102,"go_nogo","intercept",2.46954626217932,0.0208149585594971,7.08750339210393,0.0168678810299286
42,102,"go_nogo","nogo",NA,NA,-9.78828153163964,0.0226980714758282
43,102,"go_nogo","trials_from_go",0.00471876704317355,3.74200422439311e-05,NA,NA
44,102,"recent_probes","intercept",1.19215560605781,0.00129308352464026,1.97006748345152,0.00236416707686187
45,102,"recent_probes","negative_familiar",NA,NA,-0.0428931114968444,0.00528731396965929
46,102,"recent_probes","negative_highly_familiar",NA,NA,0.0268761973469256,0.00740439481727222
47,102,"recent_probes","negative_response_conflict",NA,NA,-0.0741766771968146,0.00483817846435727
48,102,"recent_probes","negative_unfamiliar",NA,NA,0.699543976447735,0.00779838161753442
49,103,"flanker","incongruent",NA,NA,-1.35093819743527,0.00608099998658096
50,103,"flanker","intercept",1.0217513000273,0.0026114130130655,8.71194312333576,0.0208523573344489
51,103,"flanker","prev_rt",NA,NA,-6.3377345933941,0.0387547119893755
52,103,"flanker","trial",NA,NA,0.0431554267927925,0.0019629438063365
53,103,"go_nogo","intercept",1.68926109489717,0.0149771164375868,6.59879525328754,0.0175037245616519
54,103,"go_nogo","nogo",NA,NA,-13.1327202681519,0.0187240212708246
55,103,"go_nogo","trials_from_go",0.000675688649150771,3.3369812193546e-05,NA,NA
56,103,"recent_probes","intercept",1.38257586473296,0.00213410604319409,2.31072335695931,0.00272422852403142
57,103,"recent_probes","negative_familiar",NA,NA,-0.038967535914988,0.00498018431895497
58,103,"recent_probes","negative_highly_familiar",NA,NA,0.025950006609634,0.00457436193132579
59,103,"recent_probes","negative_response_conflict",NA,NA,-0.0834836119450736,0.00517654589844253
60,103,"recent_probes","negative_unfamiliar",NA,NA,0.699499056462562,0.00619009496660879
61,104,"flanker","incongruent",NA,NA,-1.62705085310378,0.00765066268029623
62,104,"flanker","intercept",0.60287815102128,0.000523204852759087,7.8904178901699,0.0157924951769307
63,104,"flanker","prev_rt",NA,NA,-6.77929546641907,0.0319466301019081
64,104,"flanker","trial",NA,NA,-0.111498034576702,0.00282628127332091
65,104,"go_nogo","intercept",2.27632286244397,0.0164850520329265,7.23243229771485,0.0165537479937253
66,104,"go_nogo","nogo",NA,NA,-10.3404151280986,0.0210896679589156
67,104,"go_nogo","trials_from_go",-0.00553219896238243,3.53355350923701e-05,NA,NA
68,104,"recent_probes","intercept",1.21845104141985,0.00110304744374165,1.23662883748622,0.0019656492882089
69,104,"recent_probes","negative_familiar",NA,NA,-0.0362865174141792,0.00500904914185051
70,104,"recent_probes","negative_highly_familiar",NA,NA,0.0268673739247581,0.0093653764229163
71,104,"recent_probes","negative_response_conflict",NA,NA,-0.0755377182213477,0.00487326222823176
72,104,"recent_probes","negative_unfamiliar",NA,NA,0.698349273379092,0.00598570556737068
73,105,"flanker","incongruent",NA,NA,-1.9491021366762,0.00740977631386572
74,105,"flanker","intercept",0.821894277144779,0.00196713630898999,9.30248481884091,0.0178576205345044
75,105,"flanker","prev_rt",NA,NA,-6.75317583229986,0.034842891026756
76,105,"flanker","trial",NA,NA,-0.347990865139804,0.0023906119392632
77,105,"go_nogo","intercept",2.16104672891182,0.0211692225878279,7.34034081466913,0.0185745154622061
78,105,"go_nogo","nogo",NA,NA,-11.4022961535001,0.0195230497258671
79,105,"go_nogo","trials_from_go",0.000658917019960873,3.39302087381685e-05,NA,NA
80,105,"recent_probes","intercept",1.62971488138704,0.00248984072714918,1.9941194783497,0.00254919417667031
81,105,"recent_probes","negative_familiar",NA,NA,-0.0396958669287051,0.00495929948789379
82,105,"recent_probes","negative_highly_familiar",NA,NA,0.0277465373396546,0.0053848245901683
83,105,"recent_probes","negative_response_conflict",NA,NA,-0.0763642653895621,0.00522415977538018
84,105,"recent_probes","negative_unfamiliar",NA,NA,0.695738150640043,0.00686357672364634
85,106,"flanker","incongruent",NA,NA,-1.06539991277996,0.00589060903115039
86,106,"flanker","intercept",1.83638112873783,0.0110044084040823,10.3571415121764,0.0293900287991568
87,106,"flanker","prev_rt",NA,NA,-6.71515149263559,0.0451742264584062
88,106,"flanker","trial",NA,NA,0.462764661426928,0.00191677642256059
89,106,"go_nogo","intercept",2.98909962559713,0.0208631976600832,6.74485185190938,0.0157195579143695
90,106,"go_nogo","nogo",NA,NA,-8.82450109841917,0.0251905963733704
91,106,"go_nogo","trials_from_go",0.0151077043267425,4.78276249909383e-05,NA,NA
92,106,"recent_probes","intercept",1.19826229036121,0.00131099441358289,1.76922006730325,0.00226864950932744
93,106,"recent_probes","negative_familiar",NA,NA,-0.0393625666828689,0.00654476644421277
94,106,"recent_probes","negative_highly_familiar",NA,NA,0.0259097764123529,0.00499431289006981
95,106,"recent_probes","negative_response_conflict",NA,NA,-0.079888265880673,0.00582188379050557
96,106,"recent_probes","negative_unfamiliar",NA,NA,0.698935791795313,0.00579327219580791
97,107,"flanker","incongruent",NA,NA,-0.8683385642587,0.00614700948361955
98,107,"flanker","intercept",1.48425214876378,0.013945812742692,10.878213121035,0.0387759830716558
99,107,"flanker","prev_rt",NA,NA,-7.40023904717503,0.0546268654858763
100,107,"flanker","trial",NA,NA,1.26678051539492,0.00340393830859432
101,107,"go_nogo","intercept",2.97120265259854,0.0197783433758514,6.28566554290403,0.0171324853001097
102,107,"go_nogo","nogo",NA,NA,-11.5258821021065,0.0170369496919674
103,107,"go_nogo","trials_from_go",0.00258793957583596,4.112471461833e-05,NA,NA
104,107,"recent_probes","intercept",1.17067966221632,0.00114926656069188,1.27748235867655,0.00195813852047254
105,107,"recent_probes","negative_familiar",NA,NA,-0.0401854095566587,0.00501397122516818
106,107,"recent_probes","negative_highly_familiar",NA,NA,0.0259105010210036,0.00458939411514179
107,107,"recent_probes","negative_response_conflict",NA,NA,-0.0779961752516345,0.00493515835140863
108,107,"recent_probes","negative_unfamiliar",NA,NA,0.69930000599542,0.0063122779482417
109,108,"flanker","incongruent",NA,NA,-1.55285097249079,0.00636731487041174
110,108,"flanker","intercept",0.856428115687476,0.00147269506606741,8.30353483989927,0.0187977994434585
111,108,"flanker","prev_rt",NA,NA,-6.83893866318231,0.0365623724270285
112,108,"flanker","trial",NA,NA,0.105486878873025,0.00193551350445247
113,108,"go_nogo","intercept",1.40560182997414,0.015229753645366,6.75003661508752,0.0196633551064375
114,108,"go_nogo","nogo",NA,NA,-13.275348351171,0.0215344413377357
115,108,"go_nogo","trials_from_go",0.00409443659509234,2.89587336541977e-05,NA,NA
116,108,"recent_probes","intercept",1.30596262859459,0.00171981818601357,2.41992829950864,0.00272961214399681
117,108,"recent_probes","negative_familiar",NA,NA,-0.0401942380128751,0.00470187533751121
118,108,"recent_probes","negative_highly_familiar",NA,NA,0.0274140171299853,0.00397768631841913
119,108,"recent_probes","negative_response_conflict",NA,NA,-0.0761851433092091,0.00490353494569541
120,108,"recent_probes","negative_unfamiliar",NA,NA,0.700322328189036,0.00641206926662611
121,109,"flanker","incongruent",NA,NA,-1.59313049234674,0.00687389907788128
122,109,"flanker","intercept",0.858063666100259,0.00249944311048105,9.72788547903101,0.0194569204825726
123,109,"flanker","prev_rt",NA,NA,-6.74113642744537,0.0345252899411749
124,109,"flanker","trial",NA,NA,0.291591803817049,0.002273268273367
125,109,"go_nogo","intercept",1.84288955054771,0.0319753374180828,7.5905653346933,0.0297888039384465
126,109,"go_nogo","nogo",NA,NA,-9.96831659650009,0.0185080659218681
127,109,"go_nogo","trials_from_go",0.00427117907315989,3.49919414412875e-05,NA,NA
128,109,"recent_probes","intercept",1.25402010739712,0.00142304301029633,1.80171351248089,0.00223603705740398
129,109,"recent_probes","negative_familiar",NA,NA,-0.038162081729916,0.00536093415383079
130,109,"recent_probes","negative_highly_familiar",NA,NA,0.026226551038262,0.00402934840384176
131,109,"recent_probes","negative_response_conflict",NA,NA,-0.0755632944366724,0.00480045954503093
132,109,"recent_probes","negative_unfamiliar",NA,NA,0.698298639226563,0.00754272315706394
133,11,"flanker","incongruent",NA,NA,-0.4512564354169,0.00604032729750214
134,11,"flanker","intercept",1.74418590384517,0.0157693726425479,10.8476693068791,0.0467350099296306
135,11,"flanker","prev_rt",NA,NA,-7.44584278406381,0.0631318344407527
136,11,"flanker","trial",NA,NA,0.633690428775043,0.00232975750831888
137,11,"go_nogo","intercept",2.53219986040105,0.0196116175889707,7.07632422750711,0.0151029219806356
138,11,"go_nogo","nogo",NA,NA,-10.5406186923727,0.0200849465664847
139,11,"go_nogo","trials_from_go",0.0116223093007909,4.32299969784915e-05,NA,NA
140,11,"recent_probes","intercept",1.58631806536622,0.00174333047571248,1.82335018417356,0.00239234377999606
141,11,"recent_probes","negative_familiar",NA,NA,-0.0405185369712261,0.00517382403135569
142,11,"recent_probes","negative_highly_familiar",NA,NA,0.0275569709371344,0.00420409211907968
143,11,"recent_probes","negative_response_conflict",NA,NA,-0.0765704089695464,0.00498446976891924
144,11,"recent_probes","negative_unfamiliar",NA,NA,0.698745705914583,0.00541838040993361
145,110,"flanker","incongruent",NA,NA,-1.00396510207012,0.0050677847881341
146,110,"flanker","intercept",0.911499980253865,0.000574980186864924,5.32919523102229,0.0258631387862408
147,110,"flanker","prev_rt",NA,NA,-5.88278179483552,0.0573128195726027
148,110,"flanker","trial",NA,NA,-0.00992963999202734,0.00162384800627717
149,110,"go_nogo","intercept",3.61678607093299,0.0210028059684157,7.00140294056321,0.0169784340129763
150,110,"go_nogo","nogo",NA,NA,-8.43826060804083,0.0311162047969744
151,110,"go_nogo","trials_from_go",0.000213208977463313,4.26383505903972e-05,NA,NA
152,110,"recent_probes","intercept",1.4772623645402,0.00149370760477764,1.17022834458844,0.00207597268223421
153,110,"recent_probes","negative_familiar",NA,NA,-0.0338228581338335,0.00686968104388077
154,110,"recent_probes","negative_highly_familiar",NA,NA,0.0271720812825504,0.00494659078600977
155,110,"recent_probes","negative_response_conflict",NA,NA,-0.0825654878586042,0.00478969969914492
156,110,"recent_probes","negative_unfamiliar",NA,NA,0.698541545013113,0.00654965805388262
157,111,"flanker","incongruent",NA,NA,-0.8023350253338,0.00619434876682944
158,111,"flanker","intercept",2.10481847800807,0.0138073094985522,11.074609164073,0.0484376029480784
159,111,"flanker","prev_rt",NA,NA,-7.10609959239203,0.0748055675906154
160,111,"flanker","trial",NA,NA,0.821818387889009,0.00317446064535702
161,111,"go_nogo","intercept",3.32013507921941,0.035764533688485,7.98270028050039,0.0239534699552746
162,111,"go_nogo","nogo",NA,NA,-10.7593134485099,0.0244519540175637
163,111,"go_nogo","trials_from_go",-0.0112991072563611,4.38751394338266e-05,NA,NA
164,111,"recent_probes","intercept",1.31447687589107,0.00185592978254017,2.153993619889,0.00258367661116646
165,111,"recent_probes","negative_familiar",NA,NA,-0.0354995444885498,0.00674008660100872
166,111,"recent_probes","negative_highly_familiar",NA,NA,0.0267911501690834,0.00549679494635304
167,111,"recent_probes","negative_response_conflict",NA,NA,-0.0821464256748246,0.00430660276969405
168,111,"recent_probes","negative_unfamiliar",NA,NA,0.69984664929943,0.00594434010369576
169,112,"flanker","incongruent",NA,NA,-1.32420236491267,0.00603368704099519
170,112,"flanker","intercept",0.976634894661349,0.00129867343634136,7.81302315427251,0.0211712140357457
171,112,"flanker","prev_rt",NA,NA,-6.67309767250579,0.0436289115845502
172,112,"flanker","trial",NA,NA,0.0672771578228922,0.00207054818509138
173,112,"go_nogo","intercept",1.5771169098747,0.0187342069513542,7.66328638353049,0.0203608417059637
174,112,"go_nogo","nogo",NA,NA,-10.3276775919175,0.0250787197976728
175,112,"go_nogo","trials_from_go",0.0101758701886296,3.29325631328982e-05,NA,NA
176,112,"recent_probes","intercept",1.13178481731738,0.00136206335617541,2.15351415921988,0.00252467732356965
177,112,"recent_probes","negative_familiar",NA,NA,-0.0408276336179653,0.0047940764680753
178,112,"recent_probes","negative_highly_familiar",NA,NA,0.0261822677492944,0.00397804343933068
179,112,"recent_probes","negative_response_conflict",NA,NA,-0.0764933337850722,0.00498046201159677
180,112,"recent_probes","negative_unfamiliar",NA,NA,0.699220864220954,0.00740920115452812
181,113,"flanker","incongruent",NA,NA,-0.79302369670162,0.00584467248914889
182,113,"flanker","intercept",0.926408004597376,0.00241626041723191,8.71846852890894,0.0226013775282858
183,113,"flanker","prev_rt",NA,NA,-7.30221687868234,0.050421997693534
184,113,"flanker","trial",NA,NA,0.245721662966508,0.00190302420915851
185,113,"go_nogo","intercept",3.45728804715673,0.0228083416459642,6.57936014886438,0.0172849797629457
186,113,"go_nogo","nogo",NA,NA,-8.24293121878738,0.0305062090750993
187,113,"go_nogo","trials_from_go",-0.00183964880784507,3.70892767040972e-05,NA,NA
188,113,"recent_probes","intercept",1.64984261794098,0.00167504154255575,1.70592248221718,0.0027202060904331
189,113,"recent_probes","negative_familiar",NA,NA,-0.0423169835795029,0.00476998268046142
190,113,"recent_probes","negative_highly_familiar",NA,NA,0.0271631062104907,0.00378818276084379
191,113,"recent_probes","negative_response_conflict",NA,NA,-0.165788873207411,0.00610780254529699
192,113,"recent_probes","negative_unfamiliar",NA,NA,0.699781906466825,0.0057696338123994
193,114,"flanker","incongruent",NA,NA,-1.5784883848785,0.00845715364300142
194,114,"flanker","intercept",1.49714971548915,0.0218128184956085,12.6291365886394,0.0408397450916465
195,114,"flanker","prev_rt",NA,NA,-5.77691802249991,0.0417141176426033
196,114,"flanker","trial",NA,NA,0.468908789763604,0.00248981377006894
197,114,"go_nogo","intercept",1.85905294230931,0.0233695878659033,8.6860756311661,0.0346432344554753
198,114,"go_nogo","nogo",NA,NA,-8.80050272103176,0.0187938966544909
199,114,"go_nogo","trials_from_go",-0.00429242178483125,3.14700284004217e-05,NA,NA
200,114,"recent_probes","intercept",1.38376487229587,0.00204016583068617,2.25623191941276,0.00299096011227037
201,114,"recent_probes","negative_familiar",NA,NA,-0.0430486980377229,0.0053671786621821
202,114,"recent_probes","negative_highly_familiar",NA,NA,0.0261541642136687,0.00845530712518346
203,114,"recent_probes","negative_response_conflict",NA,NA,-0.0796834597311858,0.00467353239577374
204,114,"recent_probes","negative_unfamiliar",NA,NA,0.700399854360883,0.00674508582501377
205,12,"flanker","incongruent",NA,NA,-0.0328545637434008,0.00752527124748133
206,12,"flanker","intercept",0.590534648765862,0.00141931608801663,9.14894554018859,0.0124826814853402
207,12,"flanker","prev_rt",NA,NA,-6.49499839954195,0.0309497531428257
208,12,"flanker","trial",NA,NA,-0.0222954950880241,0.00290014565081737
209,12,"go_nogo","intercept",1.6444397462479,0.0170539287061058,7.14500236208986,0.0182685826603585
210,12,"go_nogo","nogo",NA,NA,-9.27750081107423,0.0236773034287144
211,12,"go_nogo","trials_from_go",-0.00319094649497766,2.87720699249459e-05,NA,NA
212,12,"recent_probes","intercept",1.62530346206957,0.00124180335988996,1.05487790180909,0.00168027346109167
213,12,"recent_probes","negative_familiar",NA,NA,-0.0385902833172919,0.00517951884341098
214,12,"recent_probes","negative_highly_familiar",NA,NA,0.0263589012989531,0.00588229549597231
215,12,"recent_probes","negative_response_conflict",NA,NA,-0.0794205530424664,0.00591683689142159
216,12,"recent_probes","negative_unfamiliar",NA,NA,0.700207203716797,0.00568861119535236
217,13,"flanker","incongruent",NA,NA,-0.1768853470991,0.00713304498391063
218,13,"flanker","intercept",0.954561369654584,0.00860581429669755,10.6523629558368,0.0273184926201739
219,13,"flanker","prev_rt",NA,NA,-6.29940302889949,0.0355492392305348
220,13,"flanker","trial",NA,NA,0.318891307200516,0.00250422782264626
221,13,"go_nogo","intercept",2.19892395994088,0.0232102723782786,7.39656694801687,0.021654660551461
222,13,"go_nogo","nogo",NA,NA,-12.3838131037646,0.0204344924884288
223,13,"go_nogo","trials_from_go",0.000286365654103036,3.33553699978982e-05,NA,NA
224,13,"recent_probes","intercept",1.38296198161922,0.00154161861381922,1.80552366183005,0.00227267096905555
225,13,"recent_probes","negative_familiar",NA,NA,-0.0412352834304592,0.00534281552711723
226,13,"recent_probes","negative_highly_familiar",NA,NA,0.0269404552715509,0.00482903859245652
227,13,"recent_probes","negative_response_conflict",NA,NA,-0.0752537996626976,0.00491002383527075
228,13,"recent_probes","negative_unfamiliar",NA,NA,0.69728482382249,0.0065481718065214
229,14,"flanker","incongruent",NA,NA,-3.42987024917251,0.00632283426134326
230,14,"flanker","intercept",0.99812567670261,0.000708979040043861,5.64333685388712,0.0256101976226383
231,14,"flanker","prev_rt",NA,NA,-5.12166774831585,0.0543968209790417
232,14,"flanker","trial",NA,NA,0.162407992922503,0.00145443682115449
233,14,"go_nogo","intercept",2.53277603165967,0.0234638187482412,6.67252831133014,0.0220418604275247
234,14,"go_nogo","nogo",NA,NA,-11.4953230567553,0.0171605005494246
235,14,"go_nogo","trials_from_go",-0.00333172383975779,3.55175509829085e-05,NA,NA
236,14,"recent_probes","intercept",1.63573947049297,0.000968793743803473,0.622745950147384,0.0015521655129
237,14,"recent_probes","negative_familiar",NA,NA,-0.0368211235571809,0.00467031377995415
238,14,"recent_probes","negative_highly_familiar",NA,NA,0.0265709853958818,0.00444068756918238
239,14,"recent_probes","negative_response_conflict",NA,NA,-0.0782678459346129,0.00447171320011802
240,14,"recent_probes","negative_unfamiliar",NA,NA,0.699331343525347,0.00871726639267399
241,15,"flanker","incongruent",NA,NA,-0.82350294698589,0.00498817706458831
242,15,"flanker","intercept",2.48985948328821,0.0167413859341114,9.80638367547351,0.0439721762779358
243,15,"flanker","prev_rt",NA,NA,-6.69503636751113,0.0579205889071495
244,15,"flanker","trial",NA,NA,0.522361280041331,0.00177403526478039
245,15,"recent_probes","intercept",1.41085160205878,0.00142447015503632,1.71012336648763,0.0025961361908981
246,15,"recent_probes","negative_familiar",NA,NA,-0.0429655627898371,0.0061310664819476
247,15,"recent_probes","negative_highly_familiar",NA,NA,0.0268934347251075,0.00541986952161411
248,15,"recent_probes","negative_response_conflict",NA,NA,-0.0795354511541868,0.00476281869024108
249,15,"recent_probes","negative_unfamiliar",NA,NA,0.699225757670073,0.00510724194370958
250,16,"flanker","incongruent",NA,NA,-1.17664503868855,0.00625280844704332
251,16,"flanker","intercept",0.933986486013046,0.00135004303722486,7.68740403728391,0.0187007461884526
252,16,"flanker","prev_rt",NA,NA,-6.84117098351144,0.0362698104875432
253,16,"flanker","trial",NA,NA,0.67629832439826,0.00241249413963168
254,16,"go_nogo","intercept",1.76267621981569,0.0166742402185316,6.9790039198795,0.016813131751684
255,16,"go_nogo","nogo",NA,NA,-8.96219333714603,0.0261452993779311
256,16,"go_nogo","trials_from_go",0.00761292450787063,3.12678123925341e-05,NA,NA
257,16,"recent_probes","intercept",1.31284899161014,0.00137591259790471,1.69995098256991,0.00209510666615808
258,16,"recent_probes","negative_familiar",NA,NA,-0.0393619452133591,0.00574081455505085
259,16,"recent_probes","negative_highly_familiar",NA,NA,0.0269506937486517,0.00399892335708625
260,16,"recent_probes","negative_response_conflict",NA,NA,-0.0751851737261691,0.00479889704117327
261,16,"recent_probes","negative_unfamiliar",NA,NA,0.698892545350297,0.00655674658850976
262,17,"flanker","incongruent",NA,NA,-1.93735093054421,0.00780739076183077
263,17,"flanker","intercept",0.758613268823349,0.00210397914710395,9.84340972725485,0.0176336936536569
264,17,"flanker","prev_rt",NA,NA,-6.53097484590462,0.0305716644806886
265,17,"flanker","trial",NA,NA,-0.0749449823335375,0.00247293555704793
266,17,"go_nogo","intercept",2.16667280107906,0.0228862219269171,7.40534511065758,0.021582685332447
267,17,"go_nogo","nogo",NA,NA,-9.6784846171884,0.0163504266599507
268,17,"go_nogo","trials_from_go",-0.00108079619234903,3.60781696639618e-05,NA,NA
269,17,"recent_probes","intercept",1.48047465151257,0.00162332207915731,1.60544484195274,0.00202966890220638
270,17,"recent_probes","negative_familiar",NA,NA,-0.040591800705263,0.00540794097197627
271,17,"recent_probes","negative_highly_familiar",NA,NA,0.0260452284469502,0.00677859564506907
272,17,"recent_probes","negative_response_conflict",NA,NA,-0.0747841185862673,0.00576502277407498
273,17,"recent_probes","negative_unfamiliar",NA,NA,0.698947176599672,0.00723257564955071
274,18,"flanker","incongruent",NA,NA,-1.28828724839224,0.00585642305122844
275,18,"flanker","intercept",0.868860514396213,0.000930806250878359,7.9319133224537,0.0177097472965096
276,18,"flanker","prev_rt",NA,NA,-7.43506618495608,0.0412017675885616
277,18,"flanker","trial",NA,NA,0.430343350905152,0.00188816727720484
278,18,"go_nogo","intercept",2.1510288896619,0.0206643229955835,7.69001231138286,0.0243095694850801
279,18,"go_nogo","nogo",NA,NA,-9.81741171262246,0.0350972483782845
280,18,"go_nogo","trials_from_go",-0.00377977652361179,3.25053895786426e-05,NA,NA
281,18,"recent_probes","intercept",1.31854637104083,0.00119497364375717,1.69735216826706,0.00210634628890804
282,18,"recent_probes","negative_familiar",NA,NA,-0.0342828708127086,0.00638914725543356
283,18,"recent_probes","negative_highly_familiar",NA,NA,0.0267595677508252,0.00497121410316247
284,18,"recent_probes","negative_response_conflict",NA,NA,-0.0756841199982616,0.00492189038393328
285,18,"recent_probes","negative_unfamiliar",NA,NA,0.701633268102404,0.00611666207194624
286,19,"flanker","incongruent",NA,NA,-0.74595170799645,0.00554519707408437
287,19,"flanker","intercept",0.999345917343401,0.00237022397482544,7.63075169469941,0.0178853451183519
288,19,"flanker","prev_rt",NA,NA,-6.37351805552206,0.0335056778710496
289,19,"flanker","trial",NA,NA,0.217742795597801,0.00183921193039158
290,19,"go_nogo","intercept",1.9892528978056,0.0204526063431072,6.96912715336137,0.0201141200357232
291,19,"go_nogo","nogo",NA,NA,-10.798849993144,0.0170107829537223
292,19,"go_nogo","trials_from_go",0.000548942888899204,3.55580303372328e-05,NA,NA
293,19,"recent_probes","intercept",1.22214173519422,0.00123386873054752,1.54806584723262,0.00207415956738463
294,19,"recent_probes","negative_familiar",NA,NA,-0.0466739048108251,0.00516628774635439
295,19,"recent_probes","negative_highly_familiar",NA,NA,0.0258917968286769,0.00403796380098304
296,19,"recent_probes","negative_response_conflict",NA,NA,-0.0778011274932938,0.00463846297741523
297,19,"recent_probes","negative_unfamiliar",NA,NA,0.696832012897754,0.00688795615579184
298,2,"flanker","incongruent",NA,NA,-1.71159763579457,0.00633778482287293
299,2,"flanker","intercept",0.846973548897593,0.00107167926241368,7.13582313162584,0.017499492538524
300,2,"flanker","prev_rt",NA,NA,-6.10415756517184,0.0402905412914307
301,2,"flanker","trial",NA,NA,-0.0301014341921562,0.00175239420832901
302,2,"go_nogo","intercept",2.01390720213776,0.0211732061483326,7.05635377288676,0.0219209949054638
303,2,"go_nogo","nogo",NA,NA,-9.76726360335032,0.0280845044042759
304,2,"go_nogo","trials_from_go",0.00109010178923011,3.14062512820178e-05,NA,NA
305,2,"recent_probes","intercept",1.3860492452052,0.00149456234028519,1.74835556167865,0.00211516462713458
306,2,"recent_probes","negative_familiar",NA,NA,-0.0378467384923591,0.00515625195762655
307,2,"recent_probes","negative_highly_familiar",NA,NA,0.0262398695427299,0.00420590330361189
308,2,"recent_probes","negative_response_conflict",NA,NA,-0.0811563004510444,0.00518803697101704
309,2,"recent_probes","negative_unfamiliar",NA,NA,0.700810513355049,0.00710104523981417
310,20,"flanker","incongruent",NA,NA,-0.99636196632556,0.00592636632531922
311,20,"flanker","intercept",1.17951727498195,0.00762495528828933,9.36973676718256,0.0232646784334275
312,20,"flanker","prev_rt",NA,NA,-6.35392815182833,0.0359157196668041
313,20,"flanker","trial",NA,NA,0.245458503433106,0.00192804217715234
314,20,"go_nogo","intercept",2.5830729445641,0.0213616284485493,7.5240985043425,0.0206840363036799
315,20,"go_nogo","nogo",NA,NA,-11.8278496392084,0.0261744163867803
316,20,"go_nogo","trials_from_go",-0.00338435383605153,3.48255960347099e-05,NA,NA
317,20,"recent_probes","intercept",0.99319123600918,0.00168052270399845,2.95118807313651,0.00358315441120288
318,20,"recent_probes","negative_familiar",NA,NA,-0.0445092073731113,0.00556790011470981
319,20,"recent_probes","negative_highly_familiar",NA,NA,0.0274850294450759,0.00483557036146773
320,20,"recent_probes","negative_response_conflict",NA,NA,-0.0752992527916837,0.00451964668148383
321,20,"recent_probes","negative_unfamiliar",NA,NA,0.700004472020204,0.00604574175108191
322,21,"flanker","incongruent",NA,NA,-0.605474084305159,0.00575957280642067
323,21,"flanker","intercept",1.12766199347975,0.00283727982050124,9.14180933456364,0.0423746353624137
